,train_combined
3067,C85P46ThinF_IMG_20150820_105154_cell_68.png
3068,C189P150ThinF_IMG_20151203_141719_cell_6.png
3069,C33P1thinF_IMG_20150619_114756a_cell_20.png
3070,C119P80ThinF_IMG_20151002_123043_cell_87.png
3071,C72P33_ThinF_IMG_20150815_104843_cell_155.png
3072,C65P26N_ThinF_IMG_20150818_154010_cell_192.png
3073,C154P115ThinF_IMG_20151115_141507_cell_208.png
3074,C137P98ThinF_IMG_20151005_162010_cell_69.png
3075,C82P43ThinF_IMG_20150817_123824_cell_131.png
3076,C154P115ThinF_IMG_20151115_141543_cell_82.png
3077,C126P87ThinF_IMG_20151004_105100_cell_108.png
3078,C185P146ThinF_IMG_20151203_110933_cell_81.png
3079,C89P50ThinF_IMG_20150820_162813_cell_78.png
3080,C202ThinF_IMG_20151015_151736_cell_123.png
3081,C104P65ThinF_IMG_20150918_172537_cell_111.png
3082,C220ThinF_IMG_20151106_154339_cell_181.png
3083,C141P102ThinF_IMG_20151005_214208_cell_84.png
3084,C158P119ThinF_IMG_20151115_181136_cell_22.png
3085,C56P17thinF_IMG_20150728_151330_cell_63.png
3086,C173P134NThinF_IMG_20151130_115339_cell_215.png
3087,C153P114ThinF_IMG_20151115_140242_cell_152.png
3088,C39P4thinF_original_IMG_20150622_105803_cell_73.png
3089,C206ThinF_IMG_20151029_140511_cell_244.png
3090,C90P51ThinF_IMG_20150821_120044_cell_204.png
3091,C7NthinF_IMG_20150611_104510_cell_119.png
3092,C51AP12thinF_IMG_20150724_160140_cell_11.png
3093,C125P86ThinF_IMG_20151004_102053_cell_135.png
3094,C65P26N_ThinF_IMG_20150818_154436_cell_12.png
3095,C79P40ThinF_IMG_20150817_102702_cell_39.png
3096,C68P29N_ThinF_IMG_20150819_133350_cell_109.png
3097,C231ThinF_IMG_20151112_153041_cell_67.png
3098,C58P19thinF_IMG_20150802_122338_cell_152.png
3099,C62P23N_ThinF_IMG_20150818_133055_cell_1.png
3100,C114P75ThinF_IMG_20150930_150733_cell_62.png
3101,C94P55ThinF_IMG_20150821_165519_cell_210.png
3102,C236ThinF_IMG_20151127_102516_cell_33.png
3103,C156P117ThinF_IMG_20151115_154313_cell_53.png
3104,C45P6ThinF_IMG_20151130_155110_cell_164.png
3105,C94P55ThinF_IMG_20150821_170403_cell_104.png
3106,C13NThinF_IMG_20150614_131318_cell_121.png
3107,C175P136NThinF_IMG_20151127_142326_cell_83.png
3108,C82P43ThinF_IMG_20150817_123500_cell_81.png
3109,C78P39ThinF_IMG_20150606_104426_cell_27.png
3110,C156P117ThinF_IMG_20151115_154435_cell_32.png
3111,C55P16thinF_IMG_20150728_124508_cell_93.png
3112,C229ThinF_IMG_20151112_144613_cell_209.png
3113,C226ThinF_IMG_20151112_131546_cell_109.png
3114,C184P145ThinF_IMG_20151203_103824_cell_36.png
3115,C37BP2_thinF_IMG_20150620_133205a_cell_9.png
3116,C135P96ThinF_IMG_20151005_124444_cell_91.png
3117,C149P110ThinF_IMG_20151115_114629_cell_157.png
3118,C143P104ThinF_IMG_20151005_230100_cell_110.png
3119,C166P127ThinF_IMG_20151117_193931_cell_153.png
3120,C175P136NThinF_IMG_20151127_141325_cell_126.png
3121,C107P68ThinF_IMG_20150924_221632_cell_42.png
3122,C148P109ThinF_IMG_20151115_112538_cell_53.png
3123,C45P6ThinF_IMG_20151130_160409_cell_86.png
3124,C226ThinF_IMG_20151112_131255_cell_141.png
3125,C102P63ThinF_IMG_20150918_162155_cell_32.png
3126,C202ThinF_IMG_20151015_152200_cell_208.png
3127,C220ThinF_IMG_20151106_154339_cell_170.png
3128,C3thin_original_IMG_20150608_163047_cell_236.png
3129,C74P35_ThinF_IMG_20150815_120957_cell_32.png
3130,C72P33_ThinF_IMG_20150815_105033_cell_175.png
3131,C154P115ThinF_IMG_20151115_141507_cell_76.png
3132,C104P65ThinF_IMG_20150918_172247_cell_135.png
3133,C58P19thinF_IMG_20150802_121847_cell_44.png
3134,C241NThinF_IMG_20151207_124240_cell_149.png
3135,C206ThinF_IMG_20151029_140917_cell_131.png
3136,C107P68ThinF_IMG_20150924_222630_cell_170.png
3137,C129P90ThinF_IMG_20151004_133921_cell_96.png
3138,C47P8thinOriginalOlympusCX21_IMG_20150717_174222_cell_21.png
3139,C54P15thinF_IMG_20150728_102017_cell_34.png
3140,C13NThinF_IMG_20150614_131318_cell_125.png
3141,C70P31_ThinF_IMG_20150819_141730_cell_90.png
3142,C212ThinF_IMG_20151106_110230_cell_118.png
3143,C140P101ThinF_IMG_20151005_211530_cell_59.png
3144,C66P27N_ThinF_IMG_20150818_164702_cell_142.png
3145,C182P143NThinF_IMG_20151201_172216_cell_107.png
3146,C186P147NThinF_IMG_20151203_150322_cell_20.png
3147,C131P92ThinF_IMG_20151004_145302_cell_55.png
3148,C118P79ThinF_IMG_20151002_110834_cell_10.png
3149,C118P79ThinF_IMG_20151002_105125_cell_135.png
3150,C102P63ThinF_IMG_20150918_162051_cell_19.png
3151,C108P69ThinF_IMG_20150924_225511_cell_1.png
3152,C2NThinF_IMG_20150604_114631_cell_144.png
3153,C69P30N_ThinF_IMG_20150819_140143_cell_101.png
3154,C226ThinF_IMG_20151112_131255_cell_234.png
3155,C176P137NThinF_IMG_20151201_121303_cell_2.png
3156,C123P84ThinF_IMG_20151002_151143_cell_22.png
3157,C178P139NThinF_IMG_20151201_154735_cell_92.png
3158,C239ThinF_IMG_20151127_113253_cell_18.png
3159,C6NThinF_IMG_20150609_122725_cell_208.png
3160,C74P35_ThinF_IMG_20150815_114819_cell_42.png
3161,C236ThinF_IMG_20151127_102546_cell_89.png
3162,C63P24N_ThinF_IMG_20150818_144456_cell_78.png
3163,C177P138NThinF_IMG_20151201_142514_cell_85.png
3164,C163P124ThinF_IMG_20151116_111925_cell_84.png
3165,C184P145ThinF_IMG_20151203_104153_cell_15.png
3166,C230ThinF_IMG_20151112_150753_cell_29.png
3167,C185P146ThinF_IMG_20151203_110933_cell_136.png
3168,C4thin_original_IMG_20150608_170038_cell_214.png
3169,C99P60ThinF_IMG_20150918_141314_cell_31.png
3170,C13NThinF_IMG_20150614_131457_cell_113.png
3171,C127P88ThinF_IMG_20151004_111526_cell_34.png
3172,C172P133ThinF_IMG_20151119_155343_cell_174.png
3173,C67P28N_ThinF_IMG_20150819_125901_cell_210.png
3174,C89P50ThinF_IMG_20150820_163347_cell_158.png
3175,C47P8thin_Original_Motic_IMG_20150714_093600_cell_175.png
3176,C236ThinF_IMG_20151127_102115_cell_104.png
3177,C222ThinF_IMG_20151115_151211_cell_34.png
3178,C156P117ThinF_IMG_20151115_154022_cell_144.png
3179,C171P132ThinF_IMG_20151119_153347_cell_147.png
3180,C229ThinF_IMG_20151112_144613_cell_269.png
3181,C186P147NThinF_IMG_20151203_150132_cell_91.png
3182,C54P15thinF_IMG_20150728_112938_cell_43.png
3183,C80P41ThinF_IMG_20150817_111246_cell_36.png
3184,C106P67ThinF_IMG_20150924_103636_cell_65.png
3185,C166P127ThinF_IMG_20151117_193235_cell_97.png
3186,C138P99ThinF_IMG_20151005_173241_cell_148.png
3187,C96P57ThinF_IMG_20150824_105531_cell_207.png
3188,C68P29N_ThinF_IMG_20150819_134112_cell_10.png
3189,C113P74ThinF_IMG_20150930_135904_cell_162.png
3190,C4thin_original_IMG_20150608_165620_cell_194.png
3191,C175P136NThinF_IMG_20151127_142009_cell_193.png
3192,C229ThinF_IMG_20151112_144534_cell_27.png
3193,C175P136NThinF_IMG_20151127_141428_cell_201.png
3194,C228ThinF_IMG_20151112_142900_cell_4.png
3195,C47P8thin_Original_Motic_IMG_20150714_094054_cell_164.png
3196,C225ThinF_IMG_20151112_113915_cell_252.png
3197,C102P63ThinF_IMG_20150918_162155_cell_51.png
3198,C170P131ThinF_IMG_20151119_120019_cell_86.png
3199,C227ThinF_IMG_20151112_135818_cell_144.png
3200,C90P51ThinF_IMG_20150821_120044_cell_23.png
3201,C147P108ThinF_IMG_20151115_101156_cell_82.png
3202,C241NThinF_IMG_20151207_124208_cell_29.png
3203,C155P116ThinF_IMG_20151115_143125_cell_42.png
3204,C1_thinF_IMG_20150604_104722_cell_15.png
3205,C174P135NThinF_IMG_20151127_135554_cell_91.png
3206,C205ThinF_IMG_20151106_151711_cell_233.png
3207,C70P31_ThinF_IMG_20150819_141730_cell_65.png
3208,C232ThinF_IMG_20151112_154424_cell_60.png
3209,C87P48ThinF_IMG_20150820_144855_cell_39.png
3210,C90P51ThinF_IMG_20150821_115056_cell_224.png
3211,C121P82ThinF_IMG_20151002_135054_cell_75.png
3212,C111P72ThinF_IMG_20150930_113003_cell_135.png
3213,C205ThinF_IMG_20151106_152003_cell_25.png
3214,C173P134NThinF_IMG_20151130_125501_cell_158.png
3215,C37BP2_thinF_IMG_20150620_133238a_cell_83.png
3216,C209ThinF_IMG_20151029_160721_cell_205.png
3217,C173P134NThinF_IMG_20151130_115339_cell_191.png
3218,C119P80ThinF_IMG_20151002_123911_cell_118.png
3219,C108P69ThinF_IMG_20150924_225004_cell_214.png
3220,C221ThinF_IMG_20151106_160304_cell_1.png
3221,C106P67ThinF_IMG_20150924_102245_cell_86.png
3222,C138P99ThinF_IMG_20151005_170905_cell_28.png
3223,C4thin_original_IMG_20150608_165540_cell_19.png
3224,C58P19thinF_IMG_20150802_122215_cell_67.png
3225,C154P115ThinF_IMG_20151115_141336_cell_45.png
3226,C53P14thinF_IMG_20150726_114606_cell_112.png
3227,C153P114ThinF_IMG_20151115_135832_cell_193.png
3228,C155P116ThinF_IMG_20151115_143125_cell_106.png
3229,C161P122ThinF_IMG_20151116_100840_cell_51.png
3230,C131P92ThinF_IMG_20151004_145224_cell_15.png
3231,C74P35_ThinF_IMG_20150815_114401_cell_40.png
3232,C136P97ThinF_IMG_20151005_141946_cell_36.png
3233,C91P52ThinF_IMG_20150821_124504_cell_147.png
3234,C109P70ThinF_IMG_20150930_103811_cell_71.png
3235,C226ThinF_IMG_20151112_131731_cell_12.png
3236,C70P31_ThinF_IMG_20150819_141730_cell_26.png
3237,C232ThinF_IMG_20151112_154719_cell_246.png
3238,C224ThinF_IMG_20151112_112735_cell_235.png
3239,C115P76ThinF_IMG_20150930_161825_cell_108.png
3240,C173P134NThinF_IMG_20151130_125408_cell_258.png
3241,C132P93ThinF_IMG_20151004_151733_cell_59.png
3242,C74P35_ThinF_IMG_20150815_114555_cell_71.png
3243,C47P8thinOriginalOlympusCX21_IMG_20150717_173554_cell_148.png
3244,C96P57ThinF_IMG_20150824_105531_cell_55.png
3245,C76P37ThinF_IMG_20150815_172808_cell_186.png
3246,C88P49ThinF_IMG_20150820_151626_cell_125.png
3247,C102P63ThinF_IMG_20150918_161508_cell_133.png
3248,C106P67ThinF_IMG_20150924_103811_cell_56.png
3249,C230ThinF_IMG_20151112_150730_cell_219.png
3250,C174P135NThinF_IMG_20151127_135640_cell_116.png
3251,C210ThinF_IMG_20151029_162357_cell_107.png
3252,C204ThinF_IMG_20151029_110627_cell_234.png
3253,C84P45ThinF_IMG_20150818_101056_cell_22.png
3254,C94P55ThinF_IMG_20150821_170021_cell_195.png
3255,C86P47ThinF_IMG_20150820_123717_cell_203.png
3256,C227ThinF_IMG_20151112_135818_cell_248.png
3257,C100P61ThinF_IMG_20150918_145422_cell_157.png
3258,C65P26N_ThinF_IMG_20150818_154010_cell_66.png
3259,C65P26N_ThinF_IMG_20150818_154326_cell_64.png
3260,C84P45ThinF_IMG_20150818_101550_cell_60.png
3261,C39P4thinF_original_IMG_20150622_110115_cell_5.png
3262,C67P28N_ThinF_IMG_20150819_121053_cell_152.png
3263,C68P29N_ThinF_IMG_20150819_133447_cell_1.png
3264,C102P63ThinF_IMG_20150918_161508_cell_143.png
3265,C187P148NThinF_IMG_20151203_154111_cell_54.png
3266,C64P25N_ThinF_IMG_20150818_152921_cell_179.png
3267,C206ThinF_IMG_20151029_140538_cell_6.png
3268,C85P46ThinF_IMG_20150820_105748_cell_123.png
3269,C147P108ThinF_IMG_20151115_092605_cell_188.png
3270,C76P37ThinF_IMG_20150815_171214_cell_82.png
3271,C153P114ThinF_IMG_20151115_135639_cell_124.png
3272,C219ThinF_IMG_20151106_150027_cell_85.png
3273,C121P82ThinF_IMG_20151002_134659_cell_55.png
3274,C4thin_original_IMG_20150608_165540_cell_50.png
3275,C238NThinF_IMG_20151207_114653_cell_126.png
3276,C186P147NThinF_IMG_20151203_150408_cell_40.png
3277,C118P79ThinF_IMG_20151002_105735_cell_83.png
3278,C77P38ThinF_IMG_20150602_112011_cell_76.png
3279,C104P65ThinF_IMG_20150918_172639_cell_5.png
3280,C109P70ThinF_IMG_20150930_103214_cell_14.png
3281,C239ThinF_IMG_20151127_113223_cell_117.png
3282,C87P48ThinF_IMG_20150820_132642_cell_83.png
3283,C134P95ThinF_IMG_20151005_122552_cell_15.png
3284,C154P115ThinF_IMG_20151115_141543_cell_119.png
3285,C237ThinF_IMG_20151127_104748_cell_169.png
3286,C168P129ThinF_IMG_20151118_155802_cell_97.png
3287,C178P139NThinF_IMG_20151201_153246_cell_132.png
3288,C109P70ThinF_IMG_20150930_102944_cell_148.png
3289,C186P147NThinF_IMG_20151203_150859_cell_134.png
3290,C57P18thinF_IMG_20150729_111518_cell_116.png
3291,C224ThinF_IMG_20151112_112735_cell_156.png
3292,C72P33_ThinF_IMG_20150815_104045_cell_118.png
3293,C229ThinF_IMG_20151112_144147_cell_130.png
3294,C130P91ThinF_IMG_20151004_141428_cell_85.png
3295,C143P104ThinF_IMG_20151005_225746_cell_166.png
3296,C204ThinF_IMG_20151029_110627_cell_74.png
3297,C110P71ThinF_IMG_20150930_105925_cell_72.png
3298,C213ThinF_IMG_20151106_112252_cell_161.png
3299,C68P29N_ThinF_IMG_20150819_133236_cell_57.png
3300,C88P49ThinF_IMG_20150820_151451_cell_56.png
3301,C48P9thinF_IMG_20150721_161055_cell_119.png
3302,C163P124ThinF_IMG_20151116_110818_cell_260.png
3303,C238NThinF_IMG_20151207_114444_cell_32.png
3304,C104P65ThinF_IMG_20150918_172053_cell_31.png
3305,C133P94ThinF_IMG_20151004_155144_cell_101.png
3306,C206ThinF_IMG_20151029_140511_cell_155.png
3307,C126P87ThinF_IMG_20151004_104623_cell_43.png
3308,C157P118ThinF_IMG_20151115_162818_cell_168.png
3309,C237ThinF_IMG_20151127_104954_cell_11.png
3310,C165P126ThinF_IMG_20151117_171646_cell_145.png
3311,C238NThinF_IMG_20151207_114605_cell_171.png
3312,C64P25N_ThinF_IMG_20150818_152613_cell_78.png
3313,C175P136NThinF_IMG_20151127_142009_cell_28.png
3314,C74P35_ThinF_IMG_20150815_121324_cell_112.png
3315,C68P29N_ThinF_IMG_20150819_134112_cell_55.png
3316,C207ThinF_IMG_20151029_143952_cell_94.png
3317,C112P73ThinF_IMG_20150930_131516_cell_109.png
3318,C78P39ThinF_IMG_20150606_103459_cell_3.png
3319,C204ThinF_IMG_20151029_112231_cell_239.png
3320,C233ThinF_IMG_20151112_161119_cell_12.png
3321,C203ThinF_IMG_20151029_105443_cell_65.png
3322,C79P40ThinF_IMG_20150817_102702_cell_5.png
3323,C214ThinF_IMG_20151106_131748_cell_91.png
3324,C230ThinF_IMG_20151112_150329_cell_184.png
3325,C187P148NThinF_IMG_20151203_152841_cell_135.png
3326,C5NThinF_IMG_20150609_122108_cell_210.png
3327,C208ThinF_IMG_20151029_155554_cell_116.png
3328,C148P109ThinF_IMG_20151115_112253_cell_89.png
3329,C2NThinF_IMG_20150604_114815_cell_66.png
3330,C164P125ThinF_IMG_20151116_114404_cell_170.png
3331,C51AP12thinF_IMG_20150724_154243_cell_32.png
3332,C123P84ThinF_IMG_20151002_151143_cell_56.png
3333,C132P93ThinF_IMG_20151004_152257_cell_46.png
3334,C1_thinF_IMG_20150604_105100_cell_277.png
3335,C219ThinF_IMG_20151106_150314_cell_15.png
3336,C73P34_ThinF_IMG_20150815_111114_cell_78.png
3337,C135P96ThinF_IMG_20151005_124359_cell_21.png
3338,C128P89ThinF_IMG_20151004_130549_cell_70.png
3339,C38P3thinF_original_IMG_20150621_112138_cell_17.png
3340,C186P147NThinF_IMG_20151203_150132_cell_16.png
3341,C146P107ThinF_IMG_20151018_140342_cell_214.png
3342,C37BP2_thinF_IMG_20150620_133111a_cell_4.png
3343,C231ThinF_IMG_20151112_153246_cell_46.png
3344,C93P54ThinF_IMG_20150821_163452_cell_165.png
3345,C65P26N_ThinF_IMG_20150818_154050_cell_36.png
3346,C188P149ThinF_IMG_20151203_134419_cell_159.png
3347,C33P1thinF_IMG_20150619_121503a_cell_105.png
3348,C55P16thinF_IMG_20150728_121350_cell_186.png
3349,C45P6ThinF_IMG_20151130_160135_cell_199.png
3350,C95P56ThinF_IMG_20150821_171603_cell_19.png
3351,C230ThinF_IMG_20151112_150621_cell_168.png
3352,C136P97ThinF_IMG_20151005_143743_cell_26.png
3353,C214ThinF_IMG_20151106_114611_cell_208.png
3354,C6NThinF_IMG_20150609_122725_cell_131.png
3355,C50P11thinF_IMG_20150724_115749_cell_125.png
3356,C92P53ThinF_IMG_20150821_151646_cell_3.png
3357,C215ThinF_IMG_20151106_133643_cell_100.png
3358,C166P127ThinF_IMG_20151117_195030_cell_31.png
3359,C33P1thinF_IMG_20150619_120645a_cell_35.png
3360,C80P41ThinF_IMG_20150817_110608_cell_33.png
3361,C202ThinF_IMG_20151015_152701_cell_56.png
3362,C45P6ThinF_IMG_20151130_155011_cell_158.png
3363,C3thin_original_IMG_20150608_162835_cell_122.png
3364,C131P92ThinF_IMG_20151004_150208_cell_135.png
3365,C54P15thinF_IMG_20150728_113006_cell_49.png
3366,C182P143NThinF_IMG_20151201_172257_cell_87.png
3367,C167P128ReThinF_IMG_20151201_110011_cell_6.png
3368,C150P111ThinF_IMG_20151115_120029_cell_65.png
3369,C116P77ThinF_IMG_20150930_171844_cell_14.png
3370,C56P17thinF_IMG_20150728_160256_cell_12.png
3371,C39P4thinF_original_IMG_20150622_110352_cell_28.png
3372,C149P110ThinF_IMG_20151115_114555_cell_8.png
3373,C166P127ThinF_IMG_20151117_194147_cell_97.png
3374,C124P85ThinF_IMG_20151002_153825_cell_26.png
3375,C178P139NThinF_IMG_20151201_154025_cell_106.png
3376,C187P148NThinF_IMG_20151203_154503_cell_24.png
3377,C49P10thinF_IMG_20150724_102843_cell_13.png
3378,C78P39ThinF_IMG_20150606_103413_cell_82.png
3379,C151P112ThinF_IMG_20151115_121843_cell_222.png
3380,C214ThinF_IMG_20151106_115440_cell_58.png
3381,C33P1thinF_IMG_20150619_120838a_cell_91.png
3382,C183P144NThinF_IMG_20151201_223758_cell_95.png
3383,C70P31_ThinF_IMG_20150813_130332_cell_34.png
3384,C143P104ThinF_IMG_20151005_225746_cell_115.png
3385,C128P89ThinF_IMG_20151004_130810_cell_80.png
3386,C82P43ThinF_IMG_20150817_124418_cell_82.png
3387,C5NThinF_IMG_20150609_122227_cell_9.png
3388,C95P56ThinF_IMG_20150821_171751_cell_76.png
3389,C68P29N_ThinF_IMG_20150819_134112_cell_17.png
3390,C78P39ThinF_IMG_20150606_104106_cell_8.png
3391,C116P77ThinF_IMG_20150930_171448_cell_7.png
3392,C138P99ThinF_IMG_20151005_171332_cell_76.png
3393,C239ThinF_IMG_20151127_113150_cell_174.png
3394,C88P49ThinF_IMG_20150820_152521_cell_110.png
3395,C235ThinF_IMG_20151112_164625_cell_119.png
3396,C173P134NThinF_IMG_20151130_125501_cell_70.png
3397,C222ThinF_IMG_20151115_150925_cell_49.png
3398,C143P104ThinF_IMG_20151005_225413_cell_180.png
3399,C53P14thinF_IMG_20150726_114439_cell_25.png
3400,C47P8thinOriginalOlympusCX21_IMG_20150717_173554_cell_28.png
3401,C181P142ThinF_IMG_20151127_155914_cell_128.png
3402,C215ThinF_IMG_20151106_133043_cell_1.png
3403,C91P52ThinF_IMG_20150821_124937_cell_72.png
3404,C89P50ThinF_IMG_20150820_162300_cell_21.png
3405,C73P34_ThinF_IMG_20150815_111422_cell_15.png
3406,C140P101ThinF_IMG_20151005_210207_cell_54.png
3407,C206ThinF_IMG_20151029_141047_cell_96.png
3408,C42P5thin_original_IMG_20150623_134751_cell_165.png
3409,C163P124ThinF_IMG_20151116_111147_cell_130.png
3410,C7NthinF_IMG_20150611_104609_cell_76.png
3411,C159P120ThinF_IMG_20151115_190642_cell_80.png
3412,C158P119ThinF_IMG_20151115_181859_cell_108.png
3413,C231ThinF_IMG_20151112_153359_cell_147.png
3414,C1_thinF_IMG_20150604_104942_cell_168.png
3415,C236ThinF_IMG_20151127_102516_cell_179.png
3416,C236ThinF_IMG_20151127_102546_cell_208.png
3417,C209ThinF_IMG_20151029_160857_cell_145.png
3418,C113P74ThinF_IMG_20150930_134751_cell_61.png
3419,C55P16thinF_IMG_20150728_121151_cell_69.png
3420,C37BP2_thinF_IMG_20150620_133111a_cell_46.png
3421,C70P31_ThinF_IMG_20150813_131022_cell_70.png
3422,C70P31_ThinF_IMG_20150813_131609_cell_22.png
3423,C170P131ThinF_IMG_20151119_120150_cell_62.png
3424,C99P60ThinF_IMG_20150918_141520_cell_38.png
3425,C156P117ThinF_IMG_20151115_155104_cell_208.png
3426,C151P112ThinF_IMG_20151115_121843_cell_68.png
3427,C72P33_ThinF_IMG_20150815_105823_cell_175.png
3428,C86P47ThinF_IMG_20150820_124259_cell_172.png
3429,C45P6ThinF_IMG_20151130_155110_cell_42.png
3430,C143P104ThinF_IMG_20151005_225623_cell_119.png
3431,C76P37ThinF_IMG_20150815_171454_cell_226.png
3432,C171P132ThinF_IMG_20151119_153851_cell_71.png
3433,C97P58ThinF_IMG_20150917_151437_cell_71.png
3434,C147P108ThinF_IMG_20151115_103432_cell_72.png
3435,C175P136NThinF_IMG_20151127_141428_cell_160.png
3436,C130P91ThinF_IMG_20151004_141428_cell_23.png
3437,C72P33_ThinF_IMG_20150815_104923_cell_94.png
3438,C120P81ThinF_IMG_20151002_131120_cell_64.png
3439,C178P139NThinF_IMG_20151201_153846_cell_65.png
3440,C163P124ThinF_IMG_20151116_110818_cell_205.png
3441,C170P131ThinF_IMG_20151119_120233_cell_85.png
3442,C12NThinF_IMG_20150614_124212_cell_71.png
3443,C217ThinF_IMG_20151106_141649_cell_161.png
3444,C217ThinF_IMG_20151106_141649_cell_24.png
3445,C209ThinF_IMG_20151029_160857_cell_276.png
3446,C142P103ThinF_IMG_20151005_221115_cell_95.png
3447,C80P41ThinF_IMG_20150817_111246_cell_104.png
3448,C171P132ThinF_IMG_20151119_152913_cell_50.png
3449,C101P62ThinF_IMG_20150918_151006_cell_53.png
3450,C56P17thinF_IMG_20150728_160256_cell_65.png
3451,C158P119ThinF_IMG_20151115_181436_cell_152.png
3452,C204ThinF_IMG_20151029_112502_cell_237.png
3453,C46P7ThinF_IMG_20151130_205558_cell_39.png
3454,C228ThinF_IMG_20151112_142216_cell_179.png
3455,C67P28N_ThinF_IMG_20150819_133000_cell_61.png
3456,C155P116ThinF_IMG_20151115_143330_cell_86.png
3457,C207ThinF_IMG_20151029_143711_cell_6.png
3458,C172P133ThinF_IMG_20151119_155019_cell_63.png
3459,C221ThinF_IMG_20151106_155857_cell_69.png
3460,C47P8thin_Original_Motic_IMG_20150714_093806_cell_53.png
3461,C151P112ThinF_IMG_20151115_121644_cell_91.png
3462,C124P85ThinF_IMG_20151002_154808_cell_40.png
3463,C174P135NThinF_IMG_20151127_135311_cell_142.png
3464,C73P34_ThinF_IMG_20150815_111501_cell_106.png
3465,C125P86ThinF_IMG_20151004_102132_cell_44.png
3466,C61P22N_ThinF_IMG_20150818_112433_cell_24.png
3467,C104P65ThinF_IMG_20150918_172053_cell_184.png
3468,C12NThinF_IMG_20150614_125703_cell_52.png
3469,C165P126ThinF_IMG_20151117_172356_cell_158.png
3470,C120P81ThinF_IMG_20151002_125443_cell_81.png
3471,C160P121ThinF_IMG_20151116_094509_cell_5.png
3472,C42P5thin_original_IMG_20150623_134426_cell_53.png
3473,C39P4thinF_original_IMG_20150622_111723_cell_73.png
3474,C173P134NThinF_IMG_20151130_115733_cell_70.png
3475,C107P68ThinF_IMG_20150924_222630_cell_123.png
3476,C3thin_original_IMG_20150608_163029_cell_156.png
3477,C162P123ThinF_IMG_20151116_102655_cell_16.png
3478,C149P110ThinF_IMG_20151115_114555_cell_31.png
3479,C157P118ThinF_IMG_20151115_164141_cell_1.png
3480,C144P105ThinF_IMG_20151015_163142_cell_298.png
3481,C1_thinF_IMG_20150604_104919_cell_132.png
3482,C208ThinF_IMG_20151029_155436_cell_64.png
3483,C184P145ThinF_IMG_20151203_102543_cell_99.png
3484,C212ThinF_IMG_20151106_110411_cell_240.png
3485,C87P48ThinF_IMG_20150820_132642_cell_94.png
3486,C157P118ThinF_IMG_20151115_164026_cell_33.png
3487,C52P13thinF_IMG_20150725_130013_cell_75.png
3488,C128P89ThinF_IMG_20151004_131129_cell_128.png
3489,C76P37ThinF_IMG_20150815_171214_cell_129.png
3490,C215ThinF_IMG_20151106_133116_cell_8.png
3491,C178P139NThinF_IMG_20151201_154524_cell_48.png
3492,C174P135NThinF_IMG_20151127_135554_cell_104.png
3493,C182P143NThinF_IMG_20151201_172216_cell_58.png
3494,C123P84ThinF_IMG_20151002_151851_cell_162.png
3495,C85P46ThinF_IMG_20150820_105154_cell_104.png
3496,C180P141NThinF_IMG_20151201_163848_cell_38.png
3497,C167P128ReThinF_IMG_20151201_105707_cell_139.png
3498,C229ThinF_IMG_20151112_144652_cell_103.png
3499,C38P3thinF_original_IMG_20150621_112116_cell_48.png
3500,C61P22N_ThinF_IMG_20150818_112252_cell_183.png
3501,C95P56ThinF_IMG_20150821_172351_cell_57.png
3502,C134P95ThinF_IMG_20151005_121952_cell_111.png
3503,C47P8thinOriginalOlympusCX21_IMG_20150717_173515_cell_106.png
3504,C58P19thinF_IMG_20150802_123134_cell_147.png
3505,C229ThinF_IMG_20151112_144147_cell_216.png
3506,C233ThinF_IMG_20151112_161024_cell_95.png
3507,C103P64ThinF_IMG_20150918_165016_cell_70.png
3508,C6NThinF_IMG_20150609_122725_cell_155.png
3509,C90P51ThinF_IMG_20150821_115700_cell_62.png
3510,C126P87ThinF_IMG_20151004_105342_cell_73.png
3511,C201ThinF_IMG_20150930_143129_cell_47.png
3512,C7NthinF_IMG_20150611_104404_cell_130.png
3513,C47P8thin_Original_Motic_IMG_20150714_093715_cell_27.png
3514,C142P103ThinF_IMG_20151005_221931_cell_14.png
3515,C100P61ThinF_IMG_20150918_145609_cell_121.png
3516,C225ThinF_IMG_20151112_113915_cell_12.png
3517,C140P101ThinF_IMG_20151005_211530_cell_15.png
3518,C221ThinF_IMG_20151106_160653_cell_197.png
3519,C82P43ThinF_IMG_20150817_123652_cell_80.png
3520,C163P124ThinF_IMG_20151116_111147_cell_1.png
3521,C87P48ThinF_IMG_20150820_144855_cell_147.png
3522,C113P74ThinF_IMG_20150930_135904_cell_126.png
3523,C177P138NThinF_IMG_20151201_143025_cell_16.png
3524,C180P141NThinF_IMG_20151201_165423_cell_93.png
3525,C153P114ThinF_IMG_20151115_135639_cell_68.png
3526,C52P13thinF_IMG_20150725_124830_cell_168.png
3527,C99P60ThinF_IMG_20150918_141129_cell_75.png
3528,C1_thinF_IMG_20150604_105100_cell_134.png
3529,C159P120ThinF_IMG_20151115_190812_cell_43.png
3530,C128P89ThinF_IMG_20151004_131753_cell_21.png
3531,C122P83ThinF_IMG_20151002_144610_cell_21.png
3532,C158P119ThinF_IMG_20151115_183157_cell_55.png
3533,C186P147NThinF_IMG_20151203_150408_cell_26.png
3534,C77P38ThinF_IMG_20150601_155125_cell_18.png
3535,C108P69ThinF_IMG_20150924_225511_cell_10.png
3536,C227ThinF_IMG_20151112_135308_cell_203.png
